時間,狀態,多/空,進場價,進場量,當前均價,當前持倉量,出場價,出場量,實現損益,剩餘倉位
2024-12-27 18:59,開倉,1,97968.15960,0.1021250173612529514130017402,97968.15960000000000000000001,0.1021250173612529514130017402,,,,
2024-12-27 21:29,平倉,,,,,,97900.298129577020,0.1021250173612529514130017402,-16.92842349126187918201946196,0E-28
2024-12-28 08:29,開倉,1,99616.68345,0.1001644781198243404265672682,99616.68345000000000000000000,0.1001644781198243404265672682,,,,
2024-12-28 09:14,平倉,,,,,,97526.774219000000,0.1001644781198243404265672682,-219.1033858832744872326918316,0E-28
2024-12-28 10:44,開倉,-1,94660.84590,-0.1028842817994182831169361292,94660.84590000000000000000000,-0.1028842817994182831169361292,,,,
2024-12-28 10:59,平倉,,,,,,96650.665182000000,-0.1028842817994182831169361292,-214.6649620118902690933188478,0E-28
2024-12-28 15:14,開倉,-1,96725.901366384680,-0.09836890778393255027003659417,96725.90136638468000000000000,-0.09836890778393255027003659417,,,,
2024-12-28 17:44,平倉,,,,,,95993.912629399785,-0.09836890778393255027003659417,62.56211622808408835882735169,0E-29
2024-12-29 10:44,開倉,1,97271.010007914255,0.09846114141011280610476586243,97271.01000791425500000000000,0.09846114141011280610476586243,,,,
2024-12-29 12:29,平倉,,,,,,95230.311856923830,0.09846114141011280610476586243,-210.3059544222976901641803958,0E-29
2024-12-29 13:29,開倉,1,96906.102964723830,0.09656173424001719755127972584,96906.10296472383000000000000,0.09656173424001719755127972584,,,,
2024-12-29 15:59,平倉,,,,,,96673.740268490425,0.09656173424001719755127972584,-31.77232893677831990611149160,0E-29
2024-12-29 18:59,開倉,-1,95334.074848324405,-0.09762468923217770423097945783,95334.07484832440500000000000,-0.09762468923217770423097945783,,,,
2024-12-29 21:29,平倉,,,,,,96577.990692704895,-0.09762468923217770423097945783,-130.8652940666707250238382569,0E-29
2024-12-29 22:59,開倉,-1,95278.83675,-0.09621084362089057270547499697,95278.83675000000000000000001,-0.09621084362089057270547499697,,,,
2024-12-30 01:29,平倉,,,,,,95226.78960,-0.09621084362089057270547499697,-4.154349553162013960460006354,0E-29
2024-12-30 21:14,開倉,-1,94426.36320,-0.09693842277218956992515986831,94426.36320000000000000000000,-0.09693842277218956992515986831,,,,
2024-12-30 23:44,平倉,,,,,,93279.095005342980,-0.09693842277218956992515986831,102.1720409393137095382973848,0E-29
