時間,狀態,多/空,進場價,進場量,當前均價,當前持倉量,出場價,出場量,實現損益,剩餘倉位
2023-01-01 01:49,開倉,1,16582.487686413060,0.6033473498790922813086865176,16582.48768641306000000000000,0.6033473498790922813086865176,,,,
2023-01-01 01:54,開倉,1,16584.390412240530,0.6026745481174239671499911391,16583.43851859128728647642409,1.206021897996516248458677657,,,,
2023-01-01 01:59,開倉,1,16582.631495531685,0.6021354338542728903505185754,16583.16977141339285450293814,1.808157331850789138809196232,,,,
2023-01-01 02:04,開倉,1,16587.568745703075,0.6013539524944824465201827113,16584.26764573886660969394717,2.409511284345271585329378943,,,,
2023-01-01 02:09,開倉,1,16587.18945,0.6007660351389410642446121652,16584.85075505907832045590176,3.010277319484212649573991108,,,,
2023-01-01 02:14,開倉,1,16589.99085,0.6000636243524496907735630618,16585.70507437344407646669398,3.610340943836662340347554170,,,,
2023-01-01 02:19,開倉,1,16588.719421193295,0.5995092060666815785429450933,16586.13433636720410243629498,4.209850149903343918890499263,,,,
2023-01-01 02:24,開倉,1,16586.715706166460,0.5989817467971715104219306474,16586.20675102119363979109873,4.808831896700515429312429910,,,,
2023-01-01 02:29,開倉,1,16579.930526362005,0.5986273479258171758007578463,16585.51194787007412793562230,5.407459244626332605113187756,,,,
2023-01-01 02:34,開倉,1,16578.247844501535,0.5980891207775764365143136027,16584.78851997763473380918065,6.005548365403909041627501359,,,,
2023-01-01 02:39,開倉,1,16577.08440,0.5975326668445076770708262585,16584.09135098433546410249115,6.603081032248416718698327618,,,,
2023-01-01 02:44,開倉,1,16578.459353823345,0.5968853279259404403262632637,16583.62445207062521288227367,7.199966360174357159024590882,,,,
2023-01-01 02:49,開倉,1,16581.672915661275,0.5961725823037681256427437132,16583.47521762146949808537057,7.796138942478125284667334595,,,,
2023-01-01 02:54,開倉,1,16579.98585,0.5956367133760736893753515025,16583.22754709891887831215173,8.391775655854198974042686098,,,,
2023-01-01 02:59,開倉,1,16580.898918015855,0.5950080114590514676326663899,16583.07337036434596443092443,8.986783667313250441675352488,,,,
