時間,狀態,多/空,進場價,進場量,當前均價,當前持倉量,出場價,出場量,實現損益,剩餘倉位
2023-01-01 06:29,開倉,1.0,16559.0796487233,0.6042002461635229,16559.0796487233,0.6042002461635229,,,,
2023-01-01 06:44,開倉,1.0,16550.23309323609,0.6039183823691795,16554.657402965975,1.2081186285327024,,,,
2023-01-01 06:59,開倉,1.0,16532.222215127502,0.6039714371169607,16547.179732348133,1.812090065649663,,,,
2023-01-01 07:14,開倉,1.0,16513.07835881292,0.6040666561833942,16538.65400117493,2.4161567218330573,,,,
2023-01-01 07:29,開倉,1.0,16534.779807704715,0.6026702596506045,16537.880567917924,3.0188269814836617,,,,
2023-01-01 07:44,開倉,1.0,16557.11934898326,0.6012549542947094,16541.075913392237,3.620081935778371,,,,
2023-01-01 07:59,開倉,1.0,16549.789145843326,0.6009194390467726,16542.31636566691,4.221001374825144,,,,
2023-01-01 08:44,開倉,1.0,16575.179669490688,0.5993986276718863,16546.402794013633,4.8204000024970295,,,,
2023-01-01 08:59,開倉,1.0,16551.09849199923,0.5996701575178356,16546.922320489775,5.420070160014865,,,,
2023-01-01 09:44,開倉,1.0,16557.442184330263,0.5988406643348785,16547.96897534724,6.018910824349744,,,,
2023-01-01 11:14,開倉,1.0,16566.465210868904,0.5979156883473126,16549.640348984216,6.616826512697057,,,,
2023-01-01 11:29,開倉,1.0,16566.774453142767,0.5973063239257494,16551.058996103766,7.214132836622806,,,,
2023-01-01 11:59,開倉,1.0,16566.8085808581,0.5967074897254715,16552.262182289927,7.810840326348277,,,,
2023-01-01 12:14,開倉,1.0,16559.08200398034,0.5963886329654012,16552.745964063288,8.407228959313679,,,,
2023-01-01 12:29,開倉,1.0,16549.259831108222,0.5961455553962074,16552.515134759975,9.003374514709886,,,,
2023-01-01 12:44,開倉,1.0,16549.653323436058,0.5955349517127289,16552.33758243754,9.598909466422615,,,,
2023-01-01 12:59,開倉,1.0,16548.921792723493,0.5949654177604994,16552.138219900986,10.193874884183115,,,,
2023-01-01 13:14,開倉,1.0,16544.594877176907,0.5945256007614004,16551.722522470114,10.788400484944516,,,,
2023-01-01 13:29,開倉,1.0,16545.83062402155,0.593886419406482,16551.41510459333,11.382286904350998,,,,
2023-01-01 13:44,開倉,1.0,16541.56926902886,0.5934450769739537,16550.927204341926,11.975731981324952,,,,
2023-01-01 13:59,開倉,1.0,16552.6496061087,0.5924544807258615,16551.008397014186,12.568186462050813,,,,
2023-01-01 14:14,開倉,1.0,16558.780904876025,0.5916425785527886,16551.35783518538,13.1598290406036,,,,
2023-01-01 14:29,開倉,1.0,16563.180276362476,0.5908936502941179,16551.865867059743,13.75072269089772,,,,
2023-01-01 14:44,開倉,1.0,16561.19306076123,0.5903732929454144,16552.249835346804,14.341095983843134,,,,
2023-01-01 14:59,開倉,1.0,16556.62986974595,0.5899451751053008,16552.422896296343,14.931041158948435,,,,
2023-01-01 15:14,開倉,1.0,16544.332810338972,0.5897929902560627,16552.115472356214,15.520834149204498,,,,
2023-01-01 15:29,開倉,1.0,16533.31261002249,0.5895956327412775,16551.427341396018,16.110429781945776,,,,
2023-01-01 15:44,開倉,1.0,16536.397459366333,0.5888958638452225,16550.89731787596,16.699325645791,,,,
2023-01-01 15:59,開倉,1.0,16535.0788665294,0.5883535881548937,16550.358966690535,17.287679233945894,,,,
2023-01-01 16:44,開倉,1.0,16557.683778647053,0.5869625108351244,16550.599496826955,17.87464174478102,,,,
2023-01-01 19:14,平倉,,,,,,16564.16096485578,-17.87464174478102,-538.4848255982065,0.0
2023-01-01 21:44,開倉,1.0,16563.17190664971,0.5536537342597945,16563.17190664971,0.5536537342597945,,,,
2023-01-01 21:59,開倉,1.0,16566.04656448032,0.5530038259000042,16564.608391462814,1.1066575601597988,,,,
2023-01-01 22:14,開倉,1.0,16570.696129581058,0.5522955336911882,16566.63510975006,1.6589530938509869,,,,
2023-01-01 22:29,開倉,1.0,16572.340099385176,0.5516882293187682,16568.05884846203,2.210641323169755,,,,
2023-01-01 22:44,開倉,1.0,16563.489599096552,0.5514307582412364,16567.146625837882,2.762072081410991,,,,
2023-01-01 22:59,開倉,1.0,16556.78391493005,0.5511021639948502,16565.4229276611,3.3131742454058415,,,,
2023-01-01 23:14,開倉,1.0,16561.25828628769,0.5504020434350887,16564.82963612219,3.86357628884093,,,,
2023-01-01 23:29,開倉,1.0,16554.57713104953,0.5500732771646395,16563.551866108937,4.413649566005569,,,,
2023-01-01 23:44,開倉,1.0,16558.69059860545,0.5493864177707117,16563.013745017674,4.9630359837762805,,,,
2023-01-01 23:59,開倉,1.0,16567.53621219195,0.5485437258910469,16563.463846644554,5.511579709667328,,,,
2023-01-02 02:29,平倉,,,,,,16608.424316068795,-5.511579709667328,-339.3418654857537,0.0
2023-01-12 13:59,開倉,1.0,18089.6403,0.4831170658600895,18089.6403,0.4831170658600895,,,,
2023-01-12 14:14,開倉,1.0,18126.158549999996,0.4816613589948575,18107.871874701472,0.964778424854947,,,,
2023-01-12 14:29,開倉,1.0,18132.918263957894,0.4810000794185392,18116.204627737898,1.4457785042734863,,,,
2023-01-12 14:44,開倉,1.0,18132.38324547234,0.4805330171441584,18120.240506621823,1.9263115214176447,,,,
2023-01-12 14:59,開倉,1.0,18152.798258147475,0.47951236717021406,18126.729695035763,2.4058238885878587,,,,
